,OR,p,FDR
neutrophil degranulation,5.322048066875653,1.8677412039649078e-44,True
viral process,3.1251545417205886,4.8833285998859786e-17,True
inflammatory response,3.316182499058255,1.6098892358473958e-16,True
innate immune response,2.6632505570834923,2.909654042873279e-14,True
cytokine-mediated signaling pathway,3.45016157096694,9.03191532220414e-14,True
interferon-gamma-mediated signaling pathway,7.205596837944664,2.992131045984511e-12,True
positive regulation of NF-kappaB transcription factor activity,4.275042860641685,4.47646780007128e-12,True
type I interferon signaling pathway,7.1062471500228,2.50082535272698e-11,True
positive regulation of interleukin-6 production,5.736353711790393,6.636147145282657e-11,True
MyD88-dependent toll-like receptor signaling pathway,12.677978339350181,1.386623916704551e-10,True
protein autophosphorylation,3.783857295421172,1.6418453192503596e-10,True
defense response to virus,3.446451583210604,2.3913607710725507e-10,True
regulation of cell shape,3.8563702226485588,8.881737060638557e-10,True
regulation of small GTPase mediated signal transduction,3.9014173164392463,2.054716830007808e-09,True
cell surface receptor signaling pathway,2.8117691940867906,2.5555239486379337e-09,True
signal transduction,1.8586121789233319,2.696415149406249e-09,True
intracellular signal transduction,2.518759567546881,3.2404872869984105e-09,True
phagocytosis,6.348660391020999,4.858088715211121e-09,True
I-kappaB kinase/NF-kappaB signaling,5.9280193236714975,5.2262442462371075e-09,True
toll-like receptor signaling pathway,7.983194176835795,5.27037478644448e-09,True
positive regulation of I-kappaB kinase/NF-kappaB signaling,3.3053538363254327,6.456860173165525e-09,True
apoptotic signaling pathway,5.770192877361596,1.7084786329103963e-08,True
receptor internalization,7.7973896139961125,1.89066479965616e-08,True
protein phosphorylation,2.242508615821959,3.196062603342928e-08,True
lipopolysaccharide-mediated signaling pathway,8.859769286229271,4.573706601286499e-08,True
defense response,5.030926989335521,5.013535942103688e-08,True
positive regulation of GTPase activity,2.496361323155216,7.071085557347334e-08,True
response to virus,4.0237709743891665,1.0339424453863237e-07,True
positive regulation of interleukin-1 beta production,5.984324823378292,1.3099428927567318e-07,True
positive regulation of apoptotic process,2.324225347902124,2.2548947608035671e-07,True
positive regulation of tumor necrosis factor production,5.959991505627522,3.1752925702254666e-07,True
superoxide metabolic process,12.627606038820993,4.3361173138939625e-07,True
necroptotic process,12.627606038820993,4.3361173138939625e-07,True
cellular response to lipopolysaccharide,3.0196683169656144,5.222010379104595e-07,True
actin cytoskeleton organization,2.997293000472651,6.001477928496504e-07,True
TRIF-dependent toll-like receptor signaling pathway,8.42668586513079,6.187093658831956e-07,True
immunoglobulin mediated immune response,20.180904522613066,7.962586959837987e-07,True
respiratory burst,20.180904522613066,7.962586959837987e-07,True
immune response,2.115568994763626,8.314839386138075e-07,True
positive regulation of interleukin-8 production,5.331407942238267,1.0257556822587198e-06,True
positive regulation of interleukin-10 production,6.57492795389049,1.7269658657168991e-06,True
JAK-STAT cascade involved in growth hormone signaling pathway,16.816463268724576,1.7371646331969028e-06,True
positive regulation of transcription by RNA polymerase II,1.6237264890282133,2.1613034519822286e-06,True
regulation of inflammatory response,3.9624818971759597,2.2463233080346625e-06,True
positive regulation of superoxide anion generation,11.356681034482758,2.9750252032177937e-06,True
regulation of cytokine secretion,22.05828550932568,2.984281864927471e-06,True
regulation of tumor necrosis factor-mediated signaling pathway,7.718904876099121,3.407233200305673e-06,True
positive regulation of phagocytosis,5.365580826287387,4.5120566969715044e-06,True
integrin-mediated signaling pathway,3.5038043478260867,6.4046518144675535e-06,True
defense response to protozoan,7.889557872034508,8.266027567127392e-06,True
negative regulation of B cell proliferation,11.209061178910424,1.1499032507434923e-05,True
T cell receptor signaling pathway,2.630347845770769,1.2241224998681982e-05,True
positive regulation of peptidyl-tyrosine phosphorylation,3.5925869926777114,1.2821643197403434e-05,True
regulation of interferon-gamma-mediated signaling pathway,14.703849832615973,1.3595684296614559e-05,True
interleukin-15-mediated signaling pathway,14.703849832615973,1.3595684296614559e-05,True
endocytosis,2.5597260403829747,1.4142139677244734e-05,True
platelet activation,3.286580783682233,1.458770445095805e-05,True
positive regulation of cell migration,2.3213527295840977,1.5581461072184297e-05,True
activation of cysteine-type endopeptidase activity involved in apoptotic process,3.4880555380775604,1.8157801070123856e-05,True
toll-like receptor 4 signaling pathway,10.087580760947596,1.9357621518838326e-05,True
activation of JUN kinase activity,5.414069731564332,1.9984333678368208e-05,True
positive regulation of cytokine production involved in inflammatory response,8.110067733990148,2.0069559998849068e-05,True
cellular defense response,4.538553971863273,2.0879089549750283e-05,True
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",3.7097493522025116,2.5417917644212845e-05,True
regulation of mast cell degranulation,18.893548387096775,2.596847784361462e-05,True
positive regulation of interleukin-12 production,5.787200239808153,2.7192575335217662e-05,True
positive regulation of interferon-beta production,6.310208483105679,3.5585145962946495e-05,True
IRE1-mediated unfolded protein response,4.213650564768084,4.090006119584287e-05,True
positive regulation of tumor necrosis factor biosynthetic process,7.095501077586207,4.3829401265583996e-05,True
positive regulation of nitric oxide biosynthetic process,4.889291437330175,4.459832740565816e-05,True
membrane fusion,5.34142224681793,4.8576279243360033e-05,True
positive regulation of interferon-alpha production,8.40536013400335,4.875081936774736e-05,True
vascular endothelial growth factor receptor signaling pathway,3.870924993373973,4.9641550762364414e-05,True
cellular response to mechanical stimulus,3.4696182174156256,5.166128318611281e-05,True
cellular response to oxidised low-density lipoprotein particle stimulus,15.113978494623655,5.354951301697394e-05,True
interleukin-2-mediated signaling pathway,15.113978494623655,5.354951301697394e-05,True
