,OR,p,FDR
neutrophil degranulation,5.229502725553454,5.55892634246154e-15,True
regulation of small GTPase mediated signal transduction,7.2245398773006135,5.942170379286791e-09,True
regulation of cell shape,6.685753237900477,1.6043683717501022e-08,True
actin filament organization,7.487804878048781,3.3724320922629864e-08,True
cell migration,5.033260032985157,5.3941838252041644e-08,True
vascular endothelial growth factor receptor signaling pathway,10.302878179384203,2.1353341472570758e-07,True
positive regulation of cell migration,4.58033033033033,4.233045677744043e-07,True
integrin-mediated signaling pathway,7.125307384247875,1.4654165438716178e-06,True
lipopolysaccharide-mediated signaling pathway,14.31575456053068,2.1354385136141325e-06,True
regulation of cell proliferation,5.025914634146342,2.7680234963575247e-06,True
regulation of release of sequestered calcium ion into cytosol,30.524233432245303,3.326711073090978e-06,True
positive regulation of interleukin-6 production,7.216398059771554,3.900705191523253e-06,True
positive regulation of phosphatidylinositol 3-kinase signaling,7.123493975903615,4.330904799625993e-06,True
cytokine-mediated signaling pathway,3.799001248439451,4.960407916073444e-06,True
toll-like receptor signaling pathway,10.44098426784994,1.3019785808743813e-05,True
toll-like receptor 4 signaling pathway,21.12759643916914,1.3411576914013434e-05,True
actin filament-based movement,21.12759643916914,1.3411576914013434e-05,True
vesicle transport along actin filament,19.617422636710472,1.7931819232361177e-05,True
positive regulation of cell proliferation,2.7836555156846856,2.378982278791091e-05,True
inflammatory response,3.0902748234493322,2.6746707822526812e-05,True
activation of GTPase activity,5.549698795180723,3.165602501582936e-05,True
positive regulation of actin filament polymerization,8.776594301221166,3.528470218138644e-05,True
actin filament bundle assembly,11.389162561576354,3.535737661305664e-05,True
immunological synapse formation,27.392011834319526,4.680863826310586e-05,True
cellular response to interleukin-7,27.392011834319526,4.680863826310586e-05,True
signal transduction,2.141825565846169,5.844088710290096e-05,True
cellular response to interferon-gamma,5.727865796831314,6.17284907852591e-05,True
positive regulation of GTPase activity,3.2213409563409563,6.212966600707833e-05,True
respiratory burst,24.347140039447734,6.664766871261744e-05,True
Rho protein signal transduction,7.569095697980685,8.221411876639794e-05,True
positive regulation of protein kinase B signaling,4.096374790853319,8.670784130176235e-05,True
cellular response to mechanical stimulus,6.225520789407101,9.150498478307225e-05,True
platelet activation,5.356582388840454,9.916977580289095e-05,True
phagocytosis,7.282680934947902,0.00010238168283541325,True
toll-like receptor 9 signaling pathway,18.257396449704142,0.0001624974717929309,True
positive regulation of peptidyl-tyrosine phosphorylation,5.664670658682635,0.00016678177705540493,True
intracellular signal transduction,2.843505477308294,0.00017015634208553576,True
extracellular matrix disassembly,6.539944346066279,0.0001881560475375368,True
erythrocyte differentiation,7.858418367346939,0.0002193031088041266,True
actin cytoskeleton organization,3.888005849866261,0.0002542250641407444,True
MyD88-dependent toll-like receptor signaling pathway,10.164853280580283,0.000255928509888121,True
protein autophosphorylation,3.8144826283987916,0.00029617178603432126,True
platelet formation,14.603550295857989,0.000331503792686178,True
cellular response to extracellular stimulus,14.603550295857989,0.000331503792686178,True
cell-cell adhesion,4.013226820324777,0.0003753121700830809,True
superoxide metabolic process,13.690088757396449,0.0004084909694092281,True
neural tube closure,5.431070002102166,0.0005303873725893109,True
actin polymerization or depolymerization,12.167652859960553,0.0005993522500855466,True
regulation of mast cell degranulation,23.410872313527182,0.0006445509494041334,True
regulation of phagocytosis,23.410872313527182,0.0006445509494041334,True
Fc-gamma receptor signaling pathway involved in phagocytosis,4.043506921555702,0.0006843099009589187,True
cell projection assembly,11.52662721893491,0.0007152396581180745,True
regulation of cytokine secretion,20.483407079646017,0.0008743858929245428,True
regulation of osteoclast differentiation,20.483407079646017,0.0008743858929245428,True
positive regulation of nitric oxide biosynthetic process,7.218100890207715,0.0010395335656698539,False
